uid	번호	구분	공연장	티켓오픈	제목	모수	연령_20세 미만	연령_20~29세	연령_30~39세	연령_40~49세	연령_50~59세	연령_60~69세	연령_70세 이상	거주_여수	거주_순천	거주_광양	거주_호남	거주_광주	거주_호남외지역
583	583	대관	소극장	2019.01.10 10시	CY Orchestra 창단연주	0	0	0	0	0	0	0	0	0	0	0	0	0	0
582	582	대관	대극장	2018.12.27 10시	여수청소년플룻앙상블 제5회정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
581	581	대관	대극장	2018.12.12 10시	여수영재교육원오케스트라 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
580	580	대관	대극장	2018.11.22 10시	여수교원교향악단 제 11회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
579	579	대관	대극장	2018.11.22 10시	여수시립예술단과 함께하는 2018 송년음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
578	578	기획	대극장	2018.11.21 10시	2018 예울마루 크리스마스 콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
577	577	기획	대극장	2018.11.22 11시	2019 예울마루 신년음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
576	576	대관	대극장	2018.11.16 10시	여수교직원합창단 울림 제5회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
575	575	대관	소극장	2018.11.16 10시	PARK WON TOUR	0	0	0	0	0	0	0	0	0	0	0	0	0	0
574	574	대관	대극장	2018.11.16 10시	2019 윤종신 전국투어 콘서트 “계절은 너에게 배웠어” - 여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
573	573	대관	소극장	2018.11.14 10시	여수시민오케스트라 정기발표회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
572	572	대관	대극장	2018.10.25 10시	여수학생오케스트라 페스티벌	0	0	0	0	0	0	0	0	0	0	0	0	0	0
571	571	대관	대극장	2018.10.25 10시	여수심포니오케스트라 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
570	570	대관	대극장	2018.10.25 10시	2018 감사음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
569	569	대관	소극장	2018.10.23 10시	제 16회 여수어머니리코더합주단 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
568	568	대관	대극장	2018.10.23 10시	여수필하모닉 제30회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
567	567	대관	소극장	2018.10.17 10시	여수 플루트콰르텟	0	0	0	0	0	0	0	0	0	0	0	0	0	0
566	566	대관	소극장	2018.10.17 10시	가을밤의 세레나데	0	0	0	0	0	0	0	0	0	0	0	0	0	0
565	565	대관	대극장	2018.10.16 10시	전남동부극동방송 개국3주년 기념음악회 살아나리라!	0	0	0	0	0	0	0	0	0	0	0	0	0	0
564	564	대관	대극장	2018.10.16 10시	THE COLOR 더칼라	0	0	0	0	0	0	0	0	0	0	0	0	0	0
563	563	대관	대극장	2018.10.02 10시	뮤지컬디바 홍지민과 함께하는 뮤지컬&오페라스타	0	0	0	0	0	0	0	0	0	0	0	0	0	0
562	562	대관	대극장	2018.09.19 10시	여수시립합창단 제74회 정기연주회 사랑품고 가을피다	0	0	0	0	0	0	0	0	0	0	0	0	0	0
561	561	대관	소극장	2018.09.17 10시	2018 소리맛장Ι 판소리콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
560	560	대관	소극장	2018.09.06 10시	한국음악협회 여수지부 제43회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
559	559	대관	대극장	2018.09.03 10시	여수사랑의부부합창단 제 11회 정기연주회 아름다운동행	0	0	0	0	0	0	0	0	0	0	0	0	0	0
558	558	대관	대극장	2018.08.08 10시	2018『만9,900원의행복』 서영은 콘서트〈시즌3〉- 여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
557	557	대관	대극장	2018.08.06 10시	창작오페라 1948년 침묵	0	0	0	0	0	0	0	0	0	0	0	0	0	0
556	556	대관	대극장	2018.07.19 10시	제5회 여수클래식 영재육성을 위한 음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
555	555	대관	대극장	2018.07.18 10시	KBS교향악단과 함께하는 제2회 여수음악제 - 폐막공연	0	0	0	0	0	0	0	0	0	0	0	0	0	0
554	554	대관	대극장	2018.07.18 10시	KBS교향악단과 함께하는 제2회 여수음악제 - 클래식 시리즈 2（만하임 체임버 오케스트라）	0	0	0	0	0	0	0	0	0	0	0	0	0	0
553	553	대관	대극장	2018.07.18 10시	KBS교향악단과 함께하는 제2회 여수음악제 - 개막공연	0	0	0	0	0	0	0	0	0	0	0	0	0	0
552	552	대관	대극장	2018.07.18 10시	KBS교향악단과 함께하는 제2회 여수음악제 - 클래식 시리즈 1（야노슈카 앙상블）	0	0	0	0	0	0	0	0	0	0	0	0	0	0
551	551	대관	소극장	2018.07.18 10시	어린이뮤지컬 슈퍼맨처럼~!	0	0	0	0	0	0	0	0	0	0	0	0	0	0
550	550	대관	대극장	2018.07.14 10시	뮤지컬 바람과함께사라지다(공연취소)	0	0	0	0	0	0	0	0	0	0	0	0	0	0
549	549	대관	대극장	2018.07.14 10시	여수심포니 오케스트라와 이민진패밀리의 음악샤워	0	0	0	0	0	0	0	0	0	0	0	0	0	0
548	548	대관	소극장	2018.07.14 10시	2018 여수영재교육원 예술영재 앙상블 연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
547	547	대관	소극장	2018.07.12 10시	2018 러시아 피아니스트 키릴카슈닌 여수내한공연	0	0	0	0	0	0	0	0	0	0	0	0	0	0
546	546	대관	소극장	2018.07.11 10시	S-Chamber Society 제 3회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
545	545	대관	대극장	2018.07.05 10시	2018 여수 국제음악제<챔버 뮤직 콘서트: 번스타인을 위한 작은 오마주>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
544	544	대관	대극장	2018.07.05 10시	2018 여수 국제음악제<앙상블 콘서트>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
543	543	대관	소극장	2018.07.05 10시	2018 여수 국제음악제<오프닝콘서트: 감정과 열정>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
542	542	기획	대극장	2018.09.13 15시	국립발레단 <호두까기인형>	4	0	0	25	50	0	25	0	50	50	0	0	0	0
541	541	기획	대극장	2018.07.17 11시	페인터즈 히어로	0	0	0	0	0	0	0	0	0	0	0	0	0	0
540	540	기획	소극장	2018.10.25 11시	뮤지컬 <식구를 찾아서>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
539	539	기획	대극장	2018.08.30 11시	뮤지컬 <시카고>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
538	538	기획	대극장	2018.10.18 11시	피아니스트 강현주의 브런치콘서트 Classic on Screen Ⅳ	0	0	0	0	0	0	0	0	0	0	0	0	0	0
537	537	기획	대극장	2018.06.21 10시	양성원& 엔리코파체 듀오콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
536	536	기획	대극장	2018.08.17 11시	2018 예울마루 실내악 페스티벌	0	0	0	0	0	0	0	0	0	0	0	0	0	0
535	535	기획	기타	2018.06.21 10시	2018 예울마루 야외콘서트Ⅱ[취소]	0	0	0	0	0	0	0	0	0	0	0	0	0	0
534	534	기획	대극장	2018.07.12 11시	피아니스트 강현주의 브런치콘서트 Classic on Screen Ⅲ	0	0	0	0	0	0	0	0	0	0	0	0	0	0
533	533	기획	대극장	2018.07.05 11시	정경화&조성진 듀오콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
532	532	대관	소극장	2018.06.14 10시	정화용 플룻트 독주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
531	531	대관	소극장	2018.06.14 10시	첫번째찬양이야기 윤슬TRIO	0	0	0	0	0	0	0	0	0	0	0	0	0	0
530	530	기획	대극장	2018.05.31 11시	헬로!오페라 <코지 판 투테>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
529	529	대관	소극장	2018.05.04 10시	김태훈&정화용 플룻연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
528	528	기획	기타	2018.04.27 10시	2018 예울마루 야외콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
527	527	대관	대극장	2018.04.26 10시	통제영의 바람/해와달 이야기	0	0	0	0	0	0	0	0	0	0	0	0	0	0
526	526	대관	대극장	2018.04.02 10시	최백호의 청춘콘서트 ‘회귀：回歸’ - 여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
525	525	기획	대극장	2018.04.05 11시	헬로!오페라 <잔니 스키키>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
524	524	기획	대극장	2018.04.05 11시	코리안 솔로이스츠&임지영	0	0	0	0	0	0	0	0	0	0	0	0	0	0
523	523	대관	대극장	2018.03.21 10시	국악으로 만나는 태교음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
522	522	기획	대극장	2018.03.22 11시	코리안심포니오케스트라 금상첨화_오페라.발레음악	0	0	0	0	0	0	0	0	0	0	0	0	0	0
521	521	대관	대극장	2018.03.08 10시	2018 남도국제음악제	0	0	0	0	0	0	0	0	0	0	0	0	0	0
520	520	대관	대극장	2018.03.08 10시	여수시립합창단 제73회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
519	519	대관	소극장	2018.03.08 10시	마음 놀이터	0	0	0	0	0	0	0	0	0	0	0	0	0	0
518	518	대관	대극장	2018.03.08 10시	한독음악의 만남 2018(소리&Klang)	0	0	0	0	0	0	0	0	0	0	0	0	0	0
517	517	대관	소극장	2018.03.08 10시	신춘음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
516	516	기획	대극장	2018.03.30 11시	뮤지컬 보물섬	0	0	0	0	0	0	0	0	0	0	0	0	0	0
515	515	대관	대극장	2018.02.26 09시	동물원 데뷔 30주년 기념 콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
514	514	대관	소극장	2018.02.07 10시	NEUMA de TANGO(앙상블네우마 정기연주회)	0	0	0	0	0	0	0	0	0	0	0	0	0	0
513	513	대관	소극장	2018.02.07 10시	빛고을 실내앙상블의 향연	0	0	0	0	0	0	0	0	0	0	0	0	0	0
512	512	대관	대극장	2018.03.08 15시	소리인생 45주년 <김영임의 소리 ‘孝’ 대공연>-취소	0	0	0	0	0	0	0	0	0	0	0	0	0	0
511	511	대관	대극장	2018.02.21 09시	시크릿쥬쥬	0	0	0	0	0	0	0	0	0	0	0	0	0	0
510	510	대관	소극장	2018.02.07 10시	초록우산 어린이재단 드림오케스트라 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
509	509	대관	소극장	2018.02.27 11시	박지혜 플루트 독주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
508	508	기획	대극장	2018.02.02 11시	피아니스트 강현주의 브런치콘서트 Classic on Screen Ⅱ	0	0	0	0	0	0	0	0	0	0	0	0	0	0
507	507	기획	대극장	2018.02.02 11시	피아니스트 강현주의 브런치콘서트 Classic on Screen Ⅰ	0	0	0	0	0	0	0	0	0	0	0	0	0	0
506	506	대관	소극장	2018.01.18 10시	제13회 열린챔버오케스트라 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
505	505	대관	대극장	2018.01.09 10시	8090 추억여행 콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
504	504	기타	대극장	2018.01.11 11시	뮤지컬 <광화문연가>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
503	503	대관	소극장	2017.12.22 10시	지역예술인재콘서트_네꿈에 날개를!	0	0	0	0	0	0	0	0	0	0	0	0	0	0
502	502	대관	대극장	2017.12.16 10시	여수시립국악단 제34회 정기공연<동백>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
501	501	기획	대극장	2017.12.14 11시	2018 예울마루 신년음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
500	500	대관	소극장	2017.11.11 10시	전남 꿈키움 창의학교 발표회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
499	499	대관	대극장	2017.11.11 10시	여수영재원오케스트라 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
498	498	대관	대극장	2017.11.11 10시	여수교원교향악단 제10회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
497	497	대관	대극장	2017.11.11 10시	여수시립합창단 2017 송년음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
496	496	대관	대극장	2017.11.11 10시	여수교직원합창단울림 제4회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
495	495	대관	대극장	2017.11.09 10시	김경호 콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
494	494	기획	대극장	2017.10.31 10시	체코 소년합창단 보니푸에리	0	0	0	0	0	0	0	0	0	0	0	0	0	0
493	493	대관	대극장	2017.10.24 10시	여수심포니오케스트라 제6회 정기연주회<오케스트라 시에 물들다>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
492	492	대관	소극장	2017.09.29 10시	제12회 여수리코더페스티벌	0	0	0	0	0	0	0	0	0	0	0	0	0	0
491	491	대관	소극장	2017.09.27 10시	한국음악협회여수지부 제42회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
490	490	대관	대극장	2017.09.27 10시	2017 여수학생오케스트라 페스티벌	0	0	0	0	0	0	0	0	0	0	0	0	0	0
489	489	대관	대극장	2017.09.27 10시	여수필하모닉오케스트라 제29회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
488	488	대관	대극장	2017.09.27 10시	전남동부극동방송 개국2주년기념 어린이합창단 창단연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
487	487	대관	대극장	2017.09.27 10시	여수YWCA합창단 제18회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
486	486	대관	대극장	2017.09.27 10시	2017년 감사음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
485	485	대관	소극장	2017.09.27 10시	애양청소년오케스트라 제2회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
484	484	대관	대극장	2017.09.27 10시	여수아가페합창단 제22회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
483	483	대관	대극장	2017.09.27 10시	2017 여수 학생학부모 합창페스티벌	0	0	0	0	0	0	0	0	0	0	0	0	0	0
482	482	대관	소극장	2017.09.20 10시	여수 칸타빌레 플룻 앙상블 나눔연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
481	481	대관	소극장	2017.09.20 10시	가을밤의 세레나데	0	0	0	0	0	0	0	0	0	0	0	0	0	0
480	480	기타	대극장	2017.09.18 10시	뮤지컬 브로드웨이 42번가	0	0	0	0	0	0	0	0	0	0	0	0	0	0
479	479	대관	대극장	2017.09.14 10시	디코다 챔버 앙상블 첫 내한공연	0	0	0	0	0	0	0	0	0	0	0	0	0	0
478	478	대관	대극장	2017.09.12 10시	변진섭 데뷔 30주년 여수콘서트 TIMELESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0
477	477	대관	대극장	2017.08.17 10시	손양원 순교 67주기 기념 "박지혜와 더밴드 초청음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
476	476	대관	소극장	2017.08.17 10시	제1회 사랑의 음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
475	475	대관	대극장	2017.08.17 10시	2017 전라남도 학생예술교육페스티벌_오케스트라	0	0	0	0	0	0	0	0	0	0	0	0	0	0
474	474	대관	소극장	2017.08.17 10시	2017 전라남도 학생예술교육페스티벌_복합장르	0	0	0	0	0	0	0	0	0	0	0	0	0	0
473	473	대관	소극장	2017.08.16 10시	정가영 귀국 바이올린 독주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
472	472	대관	대극장	2017.08.16 10시	여수시립합창단 제72회 정기연주회_3해음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
471	471	대관	소극장	2017.08.16 10시	이성열 바이올린 리사이틀	0	0	0	0	0	0	0	0	0	0	0	0	0	0
470	470	대관	소극장	2017.08.11 10시	네가 걸어온 길이 아름다워	0	0	0	0	0	0	0	0	0	0	0	0	0	0
469	469	기타	대극장	2017.07.31 10시	제4회 여수청소년 국악관현악단 합동연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
468	468	대관	대극장	2017.07.24 10시	KBS교향악단과 함께하는 제1회 여수음악제 폐막식	0	0	0	0	0	0	0	0	0	0	0	0	0	0
467	467	대관	소극장	2017.07.21 10시	여수영재교육원 예술영재 앙상블 연주회"꿈의 날개를 펴자"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
466	466	기획	대극장	2017.07.21 10시	다비드 프레이&세종솔로이스츠	0	0	0	0	0	0	0	0	0	0	0	0	0	0
465	465		소극장	2017.07.18 10시	예울마루 여성영화산책(12.27)_체르노빌의 할머니들	0	0	0	0	0	0	0	0	0	0	0	0	0	0
464	464		소극장	2017.07.18 10시	예울마루 여성영화산책(10.25)_소녀 레슬러	0	0	0	0	0	0	0	0	0	0	0	0	0	0
463	463		소극장	2017.07.18 10시	예울마루 여성영화산책(08.30)_미씽: 사라진 여자	0	0	0	0	0	0	0	0	0	0	0	0	0	0
462	462	기획	대극장	2017.07.18 10시	양성원 바흐 무반주 첼로 모음곡 전곡 연주_Bach Suites for Cello	0	0	0	0	0	0	0	0	0	0	0	0	0	0
461	461	대관	소극장	2017.07.12 10시	12인의 피아니스트가 들려주는 이야기	0	0	0	0	0	0	0	0	0	0	0	0	0	0
460	460	기획	대극장	2017.11.16 11시	피아니스트 강현주의 음악으로 그린 그림Ⅳ 냉정과 열정	0	0	0	0	0	0	0	0	0	0	0	0	0	0
459	459	기획	대극장	2017.07.11 10시	피아니스트 강현주의 음악으로 그린 그림Ⅲ 여행과 고독	0	0	0	0	0	0	0	0	0	0	0	0	0	0
458	458	대관	대극장	2017.07.11 10시	한영애 2017 콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
457	457	대관	소극장	2017.07.10 10시	2017 여수국제음악제<러시아의 밤>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
456	456	대관	대극장	2017.07.07 10시	제4회 여수클래식 영재육성을 위한 음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
455	455	대관	대극장	2017.07.07 10시	2017 여수국제음악제<여수국제음악제 앙상블>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
454	454	대관	소극장	2017.07.07 10시	2017 여수국제음악제<음악과 함께하는 짧은 세계여행>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
453	453	대관	소극장	2017.07.03 10시	사랑의 미항, 여수. 러시아를 품다	0	0	0	0	0	0	0	0	0	0	0	0	0	0
452	452	기획	대극장	2017.07.25 09시	예울마루 실내악 페스티벌_가을이 오는 소리	0	0	0	0	0	0	0	0	0	0	0	0	0	0
451	451	기획	대극장	2017.06.24 10시	헬로우! 오페라_마술피리	0	0	0	0	0	0	0	0	0	0	0	0	0	0
450	450	기획	대극장	2017.06.12 10시	변강쇠 점찍고 옹녀	0	0	0	0	0	0	0	0	0	0	0	0	0	0
449	449	대관	소극장	2017.06.09 10시	한국판소리보존회 여수지부 창립축하공연	0	0	0	0	0	0	0	0	0	0	0	0	0	0
448	448	대관	대극장	2017.05.30 10시	이은미 WITH 민경인 트리오 - 여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
447	447	기획	대극장	2017.05.24 10시	예울마루 브런치콘서트 음악으로 그린 그림Ⅱ_빛과그림자	0	0	0	0	0	0	0	0	0	0	0	0	0	0
446	446	대관	대극장	2017.04.21 10시	KBS교향악단과 함께하는 제1회 여수음악제 개막식	0	0	0	0	0	0	0	0	0	0	0	0	0	0
445	445	대관	대극장	2017.04.21 10시	금난새와 한경필하모닉오케스트라	0	0	0	0	0	0	0	0	0	0	0	0	0	0
444	444	대관	대극장	2017.04.21 10시	장미여관 여수콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
443	443	대관	소극장	2017.04.21 10시	2017 피아노 듀오 & 솔로 연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
442	442	대관	대극장	2017.04.21 10시	평화통일 공감메아리	0	0	0	0	0	0	0	0	0	0	0	0	0	0
441	441	대관	대극장	2017.04.21 10시	2017 남도국제음악제	0	0	0	0	0	0	0	0	0	0	0	0	0	0
440	440	대관	소극장	2017.04.21 10시	뉴뮤직퍼포먼스	0	0	0	0	0	0	0	0	0	0	0	0	0	0
439	439	대관	대극장	2017.04.21 10시	전남동부극동방송 여성합창단 창단연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
438	438	대관	대극장	2017.04.21 10시	여수시립국악단 정기연주회 바람이 전하는 말	0	0	0	0	0	0	0	0	0	0	0	0	0	0
437	437	대관	대극장	2017.04.21 10시	전남대학교 여수캠퍼스 개교 100주년 기념음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
436	436	기획	대극장	2017.04.17 10시	예울마루 CLASSIC MONTH 패키지 티켓	0	0	0	0	0	0	0	0	0	0	0	0	0	0
435	435	기획	대극장	2017.04.08 10시	헬로우! 오페라_사랑의 묘약	0	0	0	0	0	0	0	0	0	0	0	0	0	0
434	434	기획	대극장	2017.04.08 10시	앙상블 디토 디베르티멘토	0	0	0	0	0	0	0	0	0	0	0	0	0	0
433	433	기획	소극장	2017.04.07 10시	뮤지컬 쿵짝	0	0	0	0	0	0	0	0	0	0	0	0	0	0
432	432	기획	대극장	2017.04.07 10시	연극 유도소년	0	0	0	0	0	0	0	0	0	0	0	0	0	0
431	431	기획	대극장	2017.04.05 10시	뮤지컬 정글북	1	0	0	100	0	0	0	0	100	0	0	0	0	0
430	430	대관	대극장	2017.04.04 10시	여수시립합창단 제71회 정기연주회 봄... 노래를 그리다	0	0	0	0	0	0	0	0	0	0	0	0	0	0
429	429	대관	소극장	2017.03.30 10시	칸타빌레 플룻 앙상블 창단연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
428	428	대관	대극장	2017.03.29 10시	제26회 매일클래식 풍자와 저항	0	0	0	0	0	0	0	0	0	0	0	0	0	0
427	427	대관	대극장	2017.03.25 10시	한국국토정보공사와 국립발레단의 찾아가는 발레이야기	0	0	0	0	0	0	0	0	0	0	0	0	0	0
426	426	대관	소극장	2017.03.25 10시	앙상블 네우마 제5회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
425	425	기획	대극장	2017.03.10 10시	2017 문지영 피아노 리사이틀	0	0	0	0	0	0	0	0	0	0	0	0	0	0
424	424	기획	대극장	2017.03.08 10시	뮤지컬 영웅 "바다의 영웅" 패키지	0	0	0	0	0	0	0	0	0	0	0	0	0	0
423	423	기획	소극장	2017.02.23 10시	예울마루 브런치콘서트 ART&ARTIST_ 하피스트 곽정	0	0	0	0	0	0	0	0	0	0	0	0	0	0
422	422	기획	소극장	2017.02.23 10시	예울마루 브런치콘서트 ART&ARTIST_ 김성녀의 무대인생	0	0	0	0	0	0	0	0	0	0	0	0	0	0
421	421	기획	대극장	2017.02.23 10시	예울마루 브런치콘서트 음악으로 그린 그림	0	0	0	0	0	0	0	0	0	0	0	0	0	0
420	420	대관	대극장	2017.02.16 10시	뮤지컬 공룡이 살아있다	0	0	0	0	0	0	0	0	0	0	0	0	0	0
419	419	대관	소극장	2017.02.16 10시	2017 한국음악협회 여수시지부 신춘음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
418	418	기획	소극장	2017.02.13 10시	예울마루 브런치콘서트 ART&ARTIST_ 홍신자의 거울	0	0	0	0	0	0	0	0	0	0	0	0	0	0
417	417	대관	소극장	2017.02.03 10시	제12회 정기연주회 열린챔버오케스트라	0	0	0	0	0	0	0	0	0	0	0	0	0	0
416	416	기획	대극장	2017.01.19 10시	뮤지컬 영웅	0	0	0	0	0	0	0	0	0	0	0	0	0	0
415	415		소극장	2017.01.12 10시	예울마루 여성영화산책(06.28)_책속의 소녀	0	0	0	0	0	0	0	0	0	0	0	0	0	0
414	414		소극장	2017.01.12 10시	예울마루 여성영화산책(04.26)_귀향	0	0	0	0	0	0	0	0	0	0	0	0	0	0
413	413	기타	대극장	2017.01.12 10시	제3회 여수청소년 국악관현악단 합동연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
412	412		소극장	2017.01.31 11시	예울마루 여성영화산책(02.22)_홍콩은 언제나 내일	0	0	0	0	0	0	0	0	0	0	0	0	0	0
411	411	공동기획	대극장	2017.01.04 10시	연세대학교와 함께하는 음악캠프 합동연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
410	410	기획	대극장	2016.12.15 10시	임헌정과 코리안심포니오케스트라가 함께하는 2017 예울마루 신년음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
409	409	대관	대극장	2016.12.08 10시	뮤지컬 젊음의 행진	0	0	0	0	0	0	0	0	0	0	0	0	0	0
408	408	대관	소극장	2016.12.06 10시	지역예술인재콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
407	407	대관	대극장	2016.12.06 10시	희망동행 송년음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
406	406	대관	소극장	2016.11.25 10시	2016 감사음악회 고맙습니다. 사랑합니다. 행복하세요.	0	0	0	0	0	0	0	0	0	0	0	0	0	0
405	405	대관	대극장	2016.11.25 10시	여수청소년관악단 제5회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
404	404	대관	소극장	2016.10.20 10시	문학Concert 여수로 오이다, 얼릉 오이다.	0	0	0	0	0	0	0	0	0	0	0	0	0	0
403	403	대관	소극장	2016.10.18 10시	전장수 클래식 기타 독주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
402	402	기타	대극장	2016.10.02 10시	뮤지컬<그날들>	3	0	0	33.33	0	66.67	0	0	33.33	66.67	0	0	0	0
401	401	대관	소극장	2016.09.28 10시	내친구 찰리:어린이 클래식음악,마임극	0	0	0	0	0	0	0	0	0	0	0	0	0	0
400	400	대관	대극장	2016.09.23 10시	애국지사 손양원 순교기념 KBS교향악단 초청공연	0	0	0	0	0	0	0	0	0	0	0	0	0	0
399	399	대관	소극장	2016.09.01 10시	연극 러브액츄얼리	0	0	0	0	0	0	0	0	0	0	0	0	0	0
398	398	대관	대극장	2016.09.01 10시	제4회 정기연주회 여수유스오케스트라	0	0	0	0	0	0	0	0	0	0	0	0	0	0
397	397	대관	대극장	2016.09.01 10시	초록우산 드림오케스트라 여수 창단 연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
396	396	대관	대극장	2016.09.01 10시	여수교원교향악단 아홉번째 연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
395	395	대관	소극장	2016.09.01 10시	제11회 여수리코더페스티벌	0	0	0	0	0	0	0	0	0	0	0	0	0	0
394	394	대관	대극장	2016.09.01 10시	이루마 전국투어 콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
393	393	대관	대극장	2016.09.01 10시	여수시립합창단 제70회 정기연주회_환희의 송가	0	0	0	0	0	0	0	0	0	0	0	0	0	0
392	392	대관	대극장	2016.09.01 10시	여수교직원합창단울림 제3회 정기연주회 희망의 나라로	0	0	0	0	0	0	0	0	0	0	0	0	0	0
391	391	대관	소극장	2016.09.01 10시	이태리 가곡과 아리아의 밤	0	0	0	0	0	0	0	0	0	0	0	0	0	0
390	390	대관	소극장	2016.09.01 10시	피아니스트 문윤미와 함께하는 겨울이야기	0	0	0	0	0	0	0	0	0	0	0	0	0	0
389	389	대관	대극장	2016.09.01 10시	여수시립국악단 제32회 정기공연 거울나라	0	0	0	0	0	0	0	0	0	0	0	0	0	0
388	388	대관	대극장	2016.09.01 10시	2016 뮤지컬 노트르담드 파리	0	0	0	0	0	0	0	0	0	0	0	0	0	0
